,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,mileage,price
178,178,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/b4f6e205cd604d7e822520be14a305d4.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,000'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE4AC234237,Gray,Manual,118000.0,7999
179,179,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/2b37c509c2ce4a4083af0e633553300d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '82,618'}",Corolla,Used 2008 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E98Z033300,,,82618.0,7998
180,180,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/65c1a2b5ca8f4959bc88455045711be1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '73,448'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E09Z089022,,,73448.0,7998
181,181,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/2d1ed40c9afd4a65aa8a8319a92cf09b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,027'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E49Z065287,,Automatic,85027.0,7998
182,182,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '83,880'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE9AC509150,Ash,Automatic,83880.0,7998
183,183,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/a3f87686928a4bdcbe462efe2c7ce0ed.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '129,235'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE2AC335812,Ash,Automatic,129235.0,7998
184,184,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/99f22dedab024faa89d4b6a55b8ca249.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '120,116'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ256426,Ash,Automatic,120116.0,7997
185,185,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/f814bda4d1e44d2cbbdf3680d12961c1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '64,647'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E77Z910509,,Automatic,64647.0,7997
186,186,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/3af4bfe21e464bb9a37a98312fec2b5e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '69,612'}",Corolla,Used 2007 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7996, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E67Z803841,Beige,Automatic,69612.0,7996
187,187,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/ab4b75ae800946e7862ae840ff09cd64.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '81,345'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE5AZ192028,,Automatic,81345.0,7995
188,188,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/8afc333020c64141b8ae326505323f48.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '147,809'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE9AC400039,Bisque,,147809.0,7995
189,189,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/0a0638a25f8e4e30afc45802e985d0af.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '131,444'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBU4EEXA9097181,Dark Charcoal,Automatic,131444.0,7995
190,190,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/d30a9871a8184f03b7f3be99f7cf9884.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '123,706'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E29Z147728,Gray,Automatic,123706.0,7995
191,191,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/6bab3c7a0a4444beac5d95f0cc9317cf.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '87,305'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E99Z143742,Ash,Automatic,87305.0,7995
192,192,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,731'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE2AZ278008,,,141731.0,7995
193,193,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/7f479ca05d0e4dde90778daa57d08bb2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '105,638'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE1AC481621,Charcoal,Automatic,105638.0,7995
194,194,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/531a0b81311748dfab3d351548a0bf75.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '146,329'}",Corolla,Used 2008 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E78Z978097,Desert Sand Mic,Automatic,146329.0,7995
195,195,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7620e69127d74fff9d3e1d2b2da04ac7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '83,442'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE4AZ372973,Ash,Automatic,83442.0,7995
196,196,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '96,537'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ166760,Ash,Automatic,96537.0,7995
197,197,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/b58b044cea624c00917c42e306bca4ac.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '60,415'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40E69C152321,Bisque,Automatic,60415.0,7995
198,198,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '76,000'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EEXAC293874,,Automatic,76000.0,7995
199,199,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/7/30/491/131/43625289685.491131216.IM1.MAIN.640x480_A.640x480.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '79,018'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE3AC476467,Charcoal,Automatic,79018.0,7995
200,200,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/images/2018/11/5/479/991/43633836785.479991085.IM1.MAIN.800x600_A.800x600.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,150'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE9AC371724,Gray,Automatic,78150.0,7995
201,201,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/24c408b03d1b4634b9a6479d9e7f1ba3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '48,622'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E18C902456,Tan,Manual,48622.0,7995
202,202,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/9c1a461fba394f34b9d235f2e92fa83c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '47,166'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE9AC369908,Ash,Automatic,47166.0,7995
203,203,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/4531e30755e04a85a064f7d1958df1b6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '88,485'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE8AC277642,Gray,Automatic,88485.0,7995
204,204,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/hn/c/dacc8980305b46d88c07575a5a5b96ad.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '99,386'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE3AC342302,Ash,Automatic,99386.0,7995
205,205,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '80,812'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ378835,,,80812.0,7994
209,209,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/2446ceeb1ba5466ebf394c52f9e18da8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '88,670'}",Corolla,Used 2006 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBR32E960061767,Stone,Automatic,88670.0,7994
210,210,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/60e75dea308c46d7b3cdaefc4bff52e5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,657'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBU4EE1AJ075164,Ash,Automatic,85657.0,7994
211,211,http://schema.org/,Car,['Sedan'],Toyota,Gold,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '62,530'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7993, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E29Z046575,,Automatic,62530.0,7993
212,212,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/8cd73ae0ce2f4462b474f35406de42c7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '93,604'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE4AC485906,,Automatic,93604.0,7991
213,213,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/1c822957c87744bab583645769d760b5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '128,600'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40EX9C150779,Dark Charcoal,Automatic,128600.0,7990
214,214,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/0fcd3f83037c4e448613debaa3291bcb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '123,294'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE3AZ264179,Dark Charcoal,Manual,123294.0,7990
215,215,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/8da8938d9ffd41bba24001685cb3f38d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '48,393'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR30E16C613271,Beige,Automatic,48393.0,7990
216,216,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/18e04e05884a4c6095c03b8ab99b0dd9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '98,660'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7989, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBU4EE2AJ070684,,Automatic,98660.0,7989
217,217,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/ad62340d529e4322b5cb280f5fdbe1da.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,489'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ273969,Black,Automatic,84489.0,7988
218,218,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/d402d69b1bd54ba98ea8bb4b073cf9e1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '61,646'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR30E08C911166,Pebble Beige,Automatic,61646.0,7988
219,219,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/3382088c739e4b6ea569b588f5b16a5f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '125,310'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7981, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE4AZ339293,Dark Charcoal,Automatic,125310.0,7981
220,220,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/7224b70bce4e4d79828a4de591ca0e1a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '102,889'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7981, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ308704,Bisque,Automatic,102889.0,7981
