,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,price,mileage,price_over_mileage,trim
192,192,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/529a5520a1bc4c78968506651720d877.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '77,825'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501395992,4-Cylinder,2T1BU4EE4AC325377,Gray Cloth,Automatic,8995,77825.0,0.11557982653389014,
193,193,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,120'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500692686,4-Cylinder,2T1BU4EE8AC535836,,Automatic,8995,78120.0,0.11514336917562724, LE
194,194,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/2f4b2abafd634f71854353b97338d428.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '47,997'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498977622,4-Cylinder,2T1BU4EE8AC472544,Black,Automatic,8995,47997.0,0.18740754630497738, S
195,195,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/f867133052934f0c85d64326be802400.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '103,600'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501517567,4-Cylinder,JTDBL40E799059865,,Automatic,8995,103600.0,0.08682432432432433,
196,196,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/0f46f6af5df5420aac826e35b7e25718.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '60,688'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500710006,4-Cylinder,1NXBU4EE5AZ376787,Ash,Automatic,8995,60688.0,0.1482171104666491, LE
197,197,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/52218e54aea2410ebc55d8be32891a6d.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '105,526'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=461815498,4-Cylinder,1NXBU4EE6AZ283048,Ash,Automatic,8995,105526.0,0.08523965657752591, LE
198,198,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/c8524e99287f4b3a876afad104b1f467.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '111,000'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=461815450,4-Cylinder,1NXBU4EE6AZ264158,Ash,Automatic,8995,111000.0,0.08103603603603604, LE
199,199,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/0a3c307f684c4cfcbd47964ecb6cfa51.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,100'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501435347,4-Cylinder,1NXBU4EE2AZ337106,Gray,Automatic,8994,106100.0,0.08476908576814327, S
200,200,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '71,225'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501091867,4-Cylinder,2T1BU40E69C101322,,Automatic,8994,71225.0,0.12627588627588626,
201,201,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '97,631'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500446466,4-Cylinder,1NXBU40E39Z144546,Dark Charcoal,Automatic,8991,97631.0,0.09209165121733875, S
202,202,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/b2eddd791c834f428be0bc738798de18.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '98,180'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501734515,4-Cylinder,1NXBU4EE3AZ274985,,Automatic,8991,98180.0,0.09157669586473824, LE
203,203,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/ecd509ed501c4b38a853e5b295770f73.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '80,733'}",Corolla,Used 2008 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501857417,4-Cylinder,1NXBR30E58Z036584,Stone,Automatic,8991,80733.0,0.11136709895581733, LE Sedan
204,204,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '86,968'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501514612,4-Cylinder,1NXBU40E69Z128213,Dark Charcoal,Automatic,8991,86968.0,0.10338285346334283, LE
205,205,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/4e5e2cbabea145ad93d353dedcbb0887.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '75,578'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 8991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501483822,4-Cylinder,1NXBU4EE6AZ232147,Ash,Automatic,8991,75578.0,0.1189631903463971, LE
209,209,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/2601546b46604486a9d0b28a464ff4b2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '96,227'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501933525,4-Cylinder,1NXBU40E99Z096552,Ash,Automatic,7990,96227.0,0.08303282862398287, S
210,210,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '104,150'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502233130,4-Cylinder,JTDBU4EE5AJ057203,,Automatic,7990,104150.0,0.07671627460393662, LE
211,211,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/4ce87c9c38f64adbada439a7e741c842.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,735'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502153296,4-Cylinder,1NXBU4EE8AZ338955,Gray,Automatic,7990,78735.0,0.10147964691687306, LE Sedan
212,212,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '111,322'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500924647,4-Cylinder,1NXBU40E79Z156537,,Automatic,7990,111322.0,0.07177377337812832,
213,213,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/4fc200fe58b648a3b1350aa5f1357958.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,489'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=482050065,4-Cylinder,1NXBU4EE0AZ273969,Black,Automatic,7988,84489.0,0.09454485199256708, LE Sedan
214,214,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/d402d69b1bd54ba98ea8bb4b073cf9e1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '61,646'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498516220,4-Cylinder,2T1BR30E08C911166,Pebble Beige,Automatic,7988,61646.0,0.12957856146384195, CE
215,215,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images2.autotrader.com/hn/c/b799c4a8f1444cbbba74b4c922b4e1e1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,778'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7975, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499708894,4-Cylinder,JTDBU4EE9A9107652,Ash,Automatic,7975,100778.0,0.07913433487467503, LE
216,216,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images2.autotrader.com/hn/c/eac69a245bbc492e954a8746b96af579.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '107,373'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7962, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501625514,4-Cylinder,2T1BU4EE0AC327188,Dark Charcoal,Automatic,7962,107373.0,0.07415271995753123, S
217,217,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/65d241103fa4410da3de0a9c0bb34d65.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '90,849'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7954, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499288842,4-Cylinder,1NXBU4EE4AZ315687,Dark Charcoal,Automatic,7954,90849.0,0.08755187178725138, S
218,218,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/50706217870049a6a013f25db2a0fd89.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,209'}",Corolla,Used 2007 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501221744,4-Cylinder,2T1BR30E07C717736,Beige,Automatic,7950,70209.0,0.11323334615220271, LE Sedan
219,219,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/a84e3c3976dd4fb987918934ab79531f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '120,167'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497833299,4-Cylinder,1NXBU4EE1AZ315162,Ash,Manual,7950,120167.0,0.06615793021378581,
220,220,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/2446ceeb1ba5466ebf394c52f9e18da8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '88,670'}",Corolla,Used 2006 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500050185,4-Cylinder,JTDBR32E960061767,Stone,Automatic,7950,88670.0,0.08965828352317583, CE
221,221,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/71aedc965c7d4116b8a9d4599a6c1fc8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '73,855'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7927, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501357042,4-Cylinder,1NXBU40E89Z023916,Ash,Automatic,7927,73855.0,0.10733193419538284, LE
222,222,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images2.autotrader.com/hn/c/35bdcb3fee2145ae961ef18127c3c3a9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '96,036'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7920, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501115575,4-Cylinder,JTDBU4EE8AJ087375,,,7920,96036.0,0.08246907409721355, S
223,223,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/71bc541c2c5848bab61deabb4e4051d8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,745'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7902, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501713419,4-Cylinder,1NXBU40E49Z013366,Ash,Automatic,7902,70745.0,0.11169693971305393, LE
224,224,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images2.autotrader.com/hn/c/d4d5ef8b47b14cff96d921f0011837af.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '56,416'}",Corolla,Used 2008 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7900, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=490756661,4-Cylinder,2T1BR32E18C905941,Pebble Beige,Automatic,7900,56416.0,0.14003119682359613, LE
225,225,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/af53c9be7cb142ca84772e399c58ecdd.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '75,367'}",Corolla,Used 2006 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7895, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498746208,4-Cylinder,JTDBR32E660097187,,,7895,75367.0,0.10475407008372364, CE
226,226,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images2.autotrader.com/hn/c/0fcd3f83037c4e448613debaa3291bcb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '123,294'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7890, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499813850,4-Cylinder,1NXBU4EE3AZ264179,Dark Charcoal,Manual,7890,123294.0,0.06399338167307411, S
227,227,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/52668877f72b4f1cb5eb91f03aeb8170.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '155,431'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7888, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497691629,4-Cylinder,1NXBU4EE0AZ246366,Dark Charcoal,,7888,155431.0,0.05074920704363994,
228,228,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images2.autotrader.com/hn/c/b899070e07f14afe81edc4a9e7a6df29.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '107,167'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7880, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501198352,4-Cylinder,2T1BU4EE8AC265250,Dark Charcoal,Automatic,7880,107167.0,0.07353009788461, S
229,229,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/1894c0a6a767422188cc3967c22c28f3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '103,881'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7850, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500937154,4-Cylinder,1NXBU4EE7AZ174484,Ash,Automatic,7850,103881.0,0.07556723558687344, LE Sedan
230,230,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images2.autotrader.com/hn/c/f0ba943f9ab74a22b55f8f828db1dac6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '131,631'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7824, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501094873,4-Cylinder,1NXBU4EE9AZ350984,Gray,Automatic,7824,131631.0,0.059438885976707614, LE
231,231,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images2.autotrader.com/hn/c/a2de7f91318a47a2869de44559829c64.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '74,762'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7801, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501123456,4-Cylinder,1NXBU40E39Z091718,Dark Charcoal,Automatic,7801,74762.0,0.104344453064391, S
232,232,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '85,051'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7800, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501788592,4-Cylinder,1NXBU40E39Z149441,Dark Charcoal,Manual,7800,85051.0,0.09170968007430835, S
